putative_plasmid_0		-12.54447141959084	0.0	-15.695495057750305	0
putative_plasmid_1		-11.772505369895358	0.0	-13.120471319446185	0
putative_plasmid_2		-3.9669208883148865	0.0	-4.676257392329072	0
questionable_plasmid_3	-3.1656464710042282	0.0	-4.735518501775171	0
questionable_plasmid_3	-2.5291248396331634	0.0	-3.291721122266481	0
putative_plasmid_3		-1.597627760113151	0.0	-2.0084274367291854	0
questionable_plasmid_4	-1.5849145862645841	0.0	-1.7216721664445362	0
questionable_plasmid_4	-1.4104201946744361	0.0	-1.4945330134626866	0
putative_plasmid_4		-1.3873338670994413	0.0	-1.4147585204055484	0
questionable_plasmid_5	-1.3873145478220141	0.0	-1.4682765116936118	0
questionable_plasmid_5	-1.387313851536703	1.0	-1.4682765116949137	0
putative_plasmid_5		-1.3701754125875776	0.0	-1.425702194733653	0
putative_plasmid_6		-1.3701754125875776	0.0	-1.425702194733653	0
putative_plasmid_7		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_8		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_9		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_10		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_11		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_12		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_13		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_14		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_15		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_16		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_17		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_18		-0.9839434810533076	0.0	-0.9839434810533076	0
putative_plasmid_19		-0.9839434810533076	0.0	-0.9839434810533076	0
questionable_plasmid_20	-0.28570667802747896	0.0	-0.28570667802747896	0
questionable_plasmid_20	-0.2433774834437086	0.0	-0.2433774834437086	0
questionable_plasmid_20	-0.2433774834437086	0.0	-0.2433774834437086	0
questionable_plasmid_20	-0.15511617259929036	0.0	-0.15511617259929036	0
questionable_plasmid_20	-0.0409247593979448	0.0	-0.0409247593979448	0
questionable_plasmid_20	-0.0409247593979448	0.0	-0.0409247593979448	0
questionable_plasmid_20	-0.015416844376426904	0.0	-0.015416844376426904	0
questionable_plasmid_20	-0.015416844376426904	0.0	-0.015416844376426904	0
questionable_plasmid_20	-0.014165624062949139	0.0	-0.014165624062949139	0
questionable_plasmid_20	-0.010980184327981252	0.0	-0.010980184327981252	0
questionable_plasmid_20	-0.0074968553459119494	0.0	-0.0074968553459119494	0
questionable_plasmid_20	-0.0074968553459119494	0.0	-0.0074968553459119494	0
questionable_plasmid_20	-0.004106237987069719	0.0	-0.004106237987069719	0
questionable_plasmid_20	-0.0002523015179163415	0.0	-0.0002523015179163415	0
questionable_plasmid_20	-0.0002523015179163415	0.0	-0.0002523015179163415	0
