12	CP020836.1	98.765	81	1	0	4	84	5597	5517	8.63e-35	145
12	CP020836.1	95.238	84	4	0	1	84	12749	12832	1.87e-31	134
27	CP020836.1	100.000	87	0	0	56692	56778	12066	12152	4.23e-40	161
27	CP020836.1	96.667	90	3	0	56692	56781	6293	6204	9.15e-37	150
35	CP020836.1	98.611	72	1	0	2	73	5584	5513	2.86e-30	128
35	CP020836.1	97.059	68	2	0	2	69	12765	12832	2.23e-26	115
40	CP020836.1	97.778	90	2	0	34788	34877	5517	5606	1.21e-38	156
40	CP020836.1	95.556	90	4	0	34788	34877	12832	12743	2.61e-35	145
46	CP020836.1	100.000	24591	0	0	1	24591	12772	37362	0.0	45412
46	CP020836.1	100.000	5621	0	0	24592	30212	1	5621	0.0	10381
46	CP020836.1	98.113	106	2	0	30107	30212	12833	12728	1.33e-47	185
46	CP020836.1	94.545	110	6	0	11434	11543	18734	18625	3.74e-43	171
46	CP020836.1	94.545	110	6	0	5854	5963	24314	24205	3.74e-43	171
46	CP020836.1	93.617	94	4	2	10071	10162	21930	22023	1.05e-33	139
46	CP020836.1	93.617	94	4	2	9159	9252	22842	22933	1.05e-33	139
46	CP020836.1	84.848	99	4	1	7615	7713	20342	20429	1.08e-18	89.8
46	CP020836.1	84.848	99	4	1	7571	7658	20386	20484	1.08e-18	89.8
46	CP020836.1	97.959	49	1	0	7664	7712	20358	20406	1.39e-17	86.1
46	CP020836.1	97.959	49	1	0	7587	7635	20435	20483	1.39e-17	86.1
46	CP020836.1	100.000	43	0	0	7670	7712	20342	20384	6.48e-16	80.5
46	CP020836.1	100.000	43	0	0	7571	7613	20441	20483	6.48e-16	80.5
73	CP020836.1	99.966	5834	0	1	1	5832	6231	12064	0.0	10761
73	CP020836.1	95.522	67	3	0	1	67	12128	12062	5.72e-25	108
114	CP020836.1	100.000	83	0	0	2	84	5599	5517	8.67e-40	154
114	CP020836.1	97.590	83	2	0	2	84	12750	12832	1.88e-36	143
120	CP020836.1	99.083	545	5	0	1	545	5622	6166	0.0	979
120	CP020836.1	98.716	545	6	1	1	545	12736	12193	0.0	966
135	CP020836.1	92.118	406	32	0	2	407	5795	6200	3.16e-166	573
135	CP020836.1	92.118	406	31	1	2	407	12563	12159	1.14e-165	571
147	CP020836.1	88.889	279	20	4	8	286	12832	12565	4.04e-94	333
147	CP020836.1	87.153	288	17	6	8	286	5517	5793	6.81e-87	309
154	CP020836.1	89.143	175	19	0	1	175	12740	12566	7.01e-60	219
154	CP020836.1	88.889	171	19	0	5	175	5622	5792	1.17e-57	211
176	CP020836.1	87.356	87	11	0	7	93	12152	12066	1.30e-24	100
178	CP020836.1	96.667	90	3	0	1	90	5517	5606	1.26e-39	150
186	CP020836.1	100.000	63	0	0	2	64	6168	6230	8.18e-30	117
186	CP020836.1	100.000	63	0	0	2	64	12191	12129	8.18e-30	117
187	CP020836.1	100.000	64	0	0	1	64	6167	6230	2.27e-30	119
187	CP020836.1	100.000	64	0	0	1	64	12192	12129	2.27e-30	119
188	CP020836.1	100.000	63	0	0	2	64	12066	12128	8.18e-30	117
188	CP020836.1	96.825	63	2	0	2	64	6293	6231	1.77e-26	106
189	CP020836.1	100.000	63	0	0	1	63	12128	12066	8.18e-30	117
189	CP020836.1	96.825	63	2	0	1	63	6231	6293	1.77e-26	106
190	CP020836.1	100.000	63	0	0	2	64	12066	12128	8.18e-30	117
190	CP020836.1	96.825	63	2	0	2	64	6293	6231	1.77e-26	106
191	CP020836.1	100.000	64	0	0	1	64	12128	12065	2.27e-30	119
191	CP020836.1	96.875	64	2	0	1	64	6231	6294	4.92e-27	108
192	CP020836.1	100.000	61	0	0	1	61	5577	5517	1.04e-28	113
193	CP020836.1	100.000	62	0	0	1	62	5577	5516	2.88e-29	115
194	CP020836.1	100.000	61	0	0	1	61	5577	5517	1.04e-28	113
195	CP020836.1	100.000	61	0	0	1	61	5577	5517	1.04e-28	113
