file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	1558	assembly.fasta|129_length=4319_depth=0.44x	4319	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|199_length=1350_depth=0.27x	1350	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|67_length=22394_depth=0.44x	22394	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|70_length=20751_depth=0.42x	20751	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|202_length=1309_depth=12.14x	1309	Incomplete					CP017435	0.00564181		IS66	1338.0	487	1783
assembly.fasta	1558	assembly.fasta|147_length=2867_depth=0.32x	2867	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|114_length=6553_depth=0.51x	6553	Incomplete	IncFIB	000095__NZ_CP014273_00094			CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|130_length=4283_depth=0.33x	4283	Incomplete					CP017435	0.00564181					
assembly.fasta	1558	assembly.fasta|108_length=7373_depth=0.42x	7373	Incomplete	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805			CP017435	0.00564181					
assembly.fasta	chromosome	assembly.fasta|324_length=247_depth=9.63x	247	Incomplete											
assembly.fasta	chromosome	assembly.fasta|140_length=3153_depth=1.01x	3153	Incomplete											
assembly.fasta	chromosome	assembly.fasta|142_length=3063_depth=0.81x	3063	Incomplete											
assembly.fasta	chromosome	assembly.fasta|11_length=110186_depth=1.11x	110186	Incomplete											
assembly.fasta	chromosome	assembly.fasta|428_length=41_depth=1.00x	41	Incomplete											
assembly.fasta	chromosome	assembly.fasta|305_length=306_depth=35.28x	306	Incomplete							M19532	IS3	449.0	826	1131
assembly.fasta	chromosome	assembly.fasta|317_length=267_depth=5.15x	267	Incomplete											
assembly.fasta	chromosome	assembly.fasta|283_length=446_depth=1.25x	446	Incomplete											
assembly.fasta	chromosome	assembly.fasta|273_length=512_depth=0.85x	512	Incomplete											
assembly.fasta	chromosome	assembly.fasta|236_length=838_depth=0.94x	838	Incomplete											
assembly.fasta	chromosome	assembly.fasta|245_length=777_depth=0.83x	777	Incomplete											
assembly.fasta	chromosome	assembly.fasta|384_length=113_depth=10.23x	113	Incomplete											
assembly.fasta	chromosome	assembly.fasta|468_length=4_depth=4.68x	4	Incomplete											
assembly.fasta	chromosome	assembly.fasta|364_length=160_depth=4.15x	160	Incomplete											
assembly.fasta	chromosome	assembly.fasta|99_length=8983_depth=0.76x	8983	Incomplete											
assembly.fasta	chromosome	assembly.fasta|17_length=91710_depth=1.02x	91710	Incomplete											
assembly.fasta	chromosome	assembly.fasta|180_length=1857_depth=0.90x	1857	Incomplete											
assembly.fasta	chromosome	assembly.fasta|284_length=446_depth=2.84x	446	Incomplete											
assembly.fasta	chromosome	assembly.fasta|106_length=7898_depth=0.94x	7898	Incomplete											
assembly.fasta	chromosome	assembly.fasta|113_length=6627_depth=1.01x	6627	Incomplete											
assembly.fasta	chromosome	assembly.fasta|27_length=66451_depth=1.05x	66451	Incomplete											
assembly.fasta	chromosome	assembly.fasta|458_length=12_depth=6.20x	12	Incomplete											
assembly.fasta	chromosome	assembly.fasta|4_length=135563_depth=1.05x	135563	Incomplete											
assembly.fasta	chromosome	assembly.fasta|290_length=383_depth=1.98x	383	Incomplete											
assembly.fasta	chromosome	assembly.fasta|54_length=28472_depth=0.89x	28472	Incomplete											
assembly.fasta	chromosome	assembly.fasta|388_length=108_depth=2.64x	108	Incomplete											
assembly.fasta	chromosome	assembly.fasta|362_length=162_depth=2.73x	162	Incomplete											
assembly.fasta	chromosome	assembly.fasta|196_length=1432_depth=1.58x	1432	Incomplete											
assembly.fasta	chromosome	assembly.fasta|446_length=26_depth=0.88x	26	Incomplete											
assembly.fasta	chromosome	assembly.fasta|77_length=17998_depth=1.04x	17998	Incomplete											
assembly.fasta	chromosome	assembly.fasta|95_length=9712_depth=0.95x	9712	Incomplete											
assembly.fasta	chromosome	assembly.fasta|22_length=75444_depth=0.91x	75444	Incomplete											
assembly.fasta	chromosome	assembly.fasta|270_length=516_depth=1.42x	516	Incomplete											
assembly.fasta	chromosome	assembly.fasta|100_length=8949_depth=1.00x	8949	Incomplete											
assembly.fasta	chromosome	assembly.fasta|266_length=534_depth=1.21x	534	Incomplete											
assembly.fasta	chromosome	assembly.fasta|478_length=1_depth=3.90x	1	Incomplete											
assembly.fasta	chromosome	assembly.fasta|174_length=2074_depth=0.48x	2074	Incomplete											
assembly.fasta	chromosome	assembly.fasta|101_length=8825_depth=0.91x	8825	Incomplete											
assembly.fasta	chromosome	assembly.fasta|78_length=16552_depth=0.99x	16552	Incomplete											
assembly.fasta	chromosome	assembly.fasta|429_length=40_depth=2.46x	40	Incomplete											
assembly.fasta	chromosome	assembly.fasta|92_length=9884_depth=0.85x	9884	Incomplete											
assembly.fasta	chromosome	assembly.fasta|131_length=4276_depth=0.96x	4276	Incomplete											
assembly.fasta	chromosome	assembly.fasta|187_length=1698_depth=0.92x	1698	Incomplete											
assembly.fasta	chromosome	assembly.fasta|304_length=311_depth=11.35x	311	Incomplete							HE578057	IS66	363.0	3	312
assembly.fasta	chromosome	assembly.fasta|370_length=145_depth=5.52x	145	Incomplete											
assembly.fasta	chromosome	assembly.fasta|155_length=2588_depth=2.13x	2588	Incomplete											
assembly.fasta	chromosome	assembly.fasta|28_length=65954_depth=1.02x	65954	Incomplete											
assembly.fasta	chromosome	assembly.fasta|37_length=47158_depth=1.08x	47158	Incomplete											
assembly.fasta	chromosome	assembly.fasta|200_length=1340_depth=0.99x	1340	Incomplete											
assembly.fasta	chromosome	assembly.fasta|460_length=10_depth=4.54x	10	Incomplete											
assembly.fasta	chromosome	assembly.fasta|225_length=982_depth=4.97x	982	Incomplete											
assembly.fasta	chromosome	assembly.fasta|427_length=42_depth=0.98x	42	Incomplete											
assembly.fasta	chromosome	assembly.fasta|382_length=120_depth=1.39x	120	Incomplete											
assembly.fasta	chromosome	assembly.fasta|218_length=1060_depth=1.07x	1060	Incomplete											
assembly.fasta	chromosome	assembly.fasta|323_length=251_depth=5.96x	251	Incomplete											
assembly.fasta	chromosome	assembly.fasta|117_length=5956_depth=0.76x	5956	Incomplete											
assembly.fasta	chromosome	assembly.fasta|346_length=194_depth=6.40x	194	Incomplete											
assembly.fasta	chromosome	assembly.fasta|34_length=51680_depth=0.80x	51680	Incomplete											
assembly.fasta	chromosome	assembly.fasta|233_length=856_depth=5.02x	856	Incomplete											
assembly.fasta	chromosome	assembly.fasta|374_length=141_depth=2.45x	141	Incomplete											
assembly.fasta	chromosome	assembly.fasta|166_length=2363_depth=0.71x	2363	Incomplete											
assembly.fasta	chromosome	assembly.fasta|86_length=11446_depth=1.02x	11446	Incomplete											
assembly.fasta	chromosome	assembly.fasta|176_length=2027_depth=0.96x	2027	Incomplete											
assembly.fasta	chromosome	assembly.fasta|258_length=624_depth=0.33x	624	Incomplete											
assembly.fasta	chromosome	assembly.fasta|146_length=2990_depth=3.88x	2990	Incomplete											
assembly.fasta	chromosome	assembly.fasta|227_length=918_depth=0.90x	918	Incomplete											
