file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	1558	assembly.fasta|88_length=4319_depth=0.44x	4319	Incomplete					CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|53_length=21670_depth=0.39x	21670	Incomplete					CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|70_length=9245_depth=0.35x	9245	Incomplete	IncFII,IncFIIA	000136__AP014877_00014,000121__CP024805			CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|79_length=6523_depth=0.44x	6523	Incomplete	IncFIB	000095__NZ_CP014273_00094			CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|51_length=23672_depth=0.41x	23672	Incomplete					CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|81_length=5895_depth=0.29x	5895	Incomplete					CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|102_length=3041_depth=0.29x	3041	Incomplete					CP017435	0.00420918					
assembly.fasta	1558	assembly.fasta|137_length=1416_depth=11.43x	1416	Incomplete					CP017435	0.00420918	NC_019360	IS66	1646.0	367	1782
assembly.fasta	chromosome	assembly.fasta|364_length=79_depth=6.63x	79	Incomplete											
assembly.fasta	chromosome	assembly.fasta|226_length=382_depth=0.87x	382	Incomplete											
assembly.fasta	chromosome	assembly.fasta|156_length=912_depth=0.92x	912	Incomplete											
assembly.fasta	chromosome	assembly.fasta|285_length=202_depth=1.31x	202	Incomplete											
assembly.fasta	chromosome	assembly.fasta|122_length=2182_depth=1.71x	2182	Incomplete											
assembly.fasta	chromosome	assembly.fasta|103_length=3022_depth=1.15x	3022	Incomplete											
assembly.fasta	chromosome	assembly.fasta|274_length=223_depth=6.33x	223	Incomplete											
assembly.fasta	chromosome	assembly.fasta|41_length=32159_depth=1.04x	32159	Incomplete											
assembly.fasta	chromosome	assembly.fasta|366_length=78_depth=1.36x	78	Incomplete											
assembly.fasta	chromosome	assembly.fasta|277_length=220_depth=0.77x	220	Incomplete											
assembly.fasta	chromosome	assembly.fasta|94_length=3944_depth=1.00x	3944	Incomplete											
assembly.fasta	chromosome	assembly.fasta|365_length=78_depth=0.89x	78	Incomplete											
assembly.fasta	chromosome	assembly.fasta|183_length=625_depth=1.13x	625	Incomplete											
assembly.fasta	chromosome	assembly.fasta|265_length=240_depth=34.91x	240	Incomplete											
assembly.fasta	chromosome	assembly.fasta|357_length=86_depth=0.70x	86	Incomplete											
assembly.fasta	chromosome	assembly.fasta|325_length=145_depth=1.22x	145	Incomplete											
assembly.fasta	chromosome	assembly.fasta|386_length=57_depth=0.88x	57	Incomplete											
assembly.fasta	chromosome	assembly.fasta|372_length=71_depth=0.80x	71	Incomplete											
assembly.fasta	chromosome	assembly.fasta|295_length=183_depth=9.19x	183	Incomplete											
assembly.fasta	chromosome	assembly.fasta|324_length=146_depth=1.02x	146	Incomplete											
assembly.fasta	chromosome	assembly.fasta|131_length=1724_depth=0.74x	1724	Incomplete											
assembly.fasta	chromosome	assembly.fasta|276_length=221_depth=1.15x	221	Incomplete											
assembly.fasta	chromosome	assembly.fasta|9_length=156106_depth=1.04x	156106	Incomplete											
assembly.fasta	chromosome	assembly.fasta|115_length=2424_depth=1.16x	2424	Incomplete											
assembly.fasta	chromosome	assembly.fasta|101_length=3042_depth=1.15x	3042	Incomplete											
assembly.fasta	chromosome	assembly.fasta|82_length=5325_depth=0.75x	5325	Incomplete											
assembly.fasta	chromosome	assembly.fasta|97_length=3623_depth=3.32x	3623	Incomplete											
assembly.fasta	chromosome	assembly.fasta|60_length=13345_depth=1.15x	13345	Incomplete											
