plasmid_0;51_0+,97_1-,98_1+,86_2+,70_0-,86_1-,71_0-,166_0-,169_6-,167_2+,126_6-,133_0-,120_8-,144_7-,150_3-,156_0+,77_0-,99_2-,59_0+,86_4-,55_1+,109_1+,87_1+,114_2+,109_0+,165_0+,38_1-,125_6-,124_0-,135_2-,121_4+,144_4-,172_7-,63_0-,99_1-,53_0+,86_0+,52_0-,94_2+,56_0-,94_0-,85_1-,86_5-,54_0+,86_3-,62_0-,86_6+,174_0-,64_0+,134_10+,125_5+,148_1+,153_4-,147_10-,177_0+,141_0+,111_3+,112_4+,44_0-,164_3-,82_3+,162_1+,122_1+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 51_0	0.8270313176504546	0.46759994227161206	1	13858
# 97_1	1.0	0.6056910569105691	1	492
# 98_1	0.9012345679012346	0.5617283950617284	1	486
# 86_2	1.0	0.524390243902439	1	820
# 70_0	0.8774016468435498	0.45196706312900276	1	2186
# 86_1	1.0	0.524390243902439	1	820
# 71_0	0.8582089552238806	0.5011481056257175	1	1742
# 166_0	0.0	0.625	1	24
# 169_6	0.0	0.7058823529411765	1	17
# 167_2	0.0	0.5	1	22
# 126_6	0.0	0.5547445255474452	1	137
# 133_0	0.0	0.5798319327731093	1	119
# 120_8	0.0	0.5454545454545454	1	165
# 144_7	0.0	0.52	1	75
# 150_3	0.0	0.53125	1	64
# 156_0	0.0	0.46875	1	64
# 77_0	0.7674062739097169	0.45371078806426934	1	1307
# 99_2	0.9787234042553191	0.5425531914893617	1	470
# 59_0	0.8275755228505035	0.513710302091402	1	6455
# 86_4	1.0	0.524390243902439	1	820
# 55_1	0.7245093564582382	0.5051574623459607	1	10955
# 109_1	0.0	0.7192429022082019	1	317
# 87_1	0.6439393939393939	0.4823232323232323	1	792
# 114_2	0.0	0.7124463519313304	1	233
# 109_0	0.0	0.7192429022082019	1	317
# 165_0	0.0	0.2962962962962963	1	27
# 38_1	0.9090935046395432	0.5334189864382584	1	35025
# 125_6	0.8913043478260869	0.45652173913043476	1	138
# 124_0	0.0	0.5694444444444444	1	144
# 135_2	0.0	0.5882352941176471	1	119
# 121_4	0.0	0.5575757575757576	1	165
# 144_4	0.0	0.52	1	75
# 172_7	0.0	0.5	1	10
# 63_0	0.6705882352941176	0.4716577540106952	1	3740
# 99_1	0.9787234042553191	0.5425531914893617	1	470
# 53_0	0.9066380133715377	0.5858007004138809	1	12564
# 86_0	1.0	0.524390243902439	1	820
# 52_0	0.8907747457751116	0.5189845636110908	1	13669
# 94_2	1.0	0.5541958041958042	1	572
# 56_0	0.8379057007346787	0.4657304938156793	1	10753
# 94_0	1.0	0.5541958041958042	1	572
# 85_1	0.9807692307692307	0.5084134615384616	1	832
# 86_5	1.0	0.524390243902439	1	820
# 54_0	0.9275231020112339	0.5845261822793985	1	11038
# 86_3	1.0	0.524390243902439	1	820
# 62_0	0.9477575160177427	0.5068999507146378	1	4058
# 86_6	1.0	0.524390243902439	1	820
# 174_0	0.0	0.5	1	8
# 64_0	0.8969279356876256	0.4771748492678725	1	3483
# 134_10	0.0	0.5714285714285714	1	119
# 125_5	0.8913043478260869	0.45652173913043476	1	138
# 148_1	0.0	0.4090909090909091	1	66
# 153_4	0.0	0.4375	1	64
# 147_10	0.0	0.5652173913043478	1	69
# 177_0	0.0	1.0	1	1
# 141_0	0.0	0.5194805194805194	1	77
# 111_3	0.7422680412371134	0.5498281786941581	1	291
# 112_4	0.7865168539325843	0.49063670411985016	1	267
# 44_0	0.0	0.5256969988655505	1	29089
# 164_3	0.0	0.5172413793103449	1	29
# 82_3	0.963302752293578	0.5514780835881753	1	981
# 162_1	1.0	0.5	1	44
# 122_1	1.0	0.46540880503144655	1	159

plasmid_1;69_1+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 69_1	0.7006013745704467	0.5343642611683849	1	2328

plasmid_2;69_2+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 69_2	0.7006013745704467	0.5343642611683849	1	2328

plasmid_3;69_0+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 69_0	0.7006013745704467	0.5343642611683849	1	2328

plasmid_4;72_1+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 72_1	0.4322132097334878	0.5365005793742758	1	1726

