file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	1585	assembly.fasta|63_length=2872_depth=1.21x	2872	Incomplete					CP018955	0.0200822					
assembly.fasta	1585	assembly.fasta|26_length=44695_depth=1.36x	44695	Incomplete	IncFII	000127__CP009275	MOBF	NC_021231_00058	CP018955	0.0200822					
assembly.fasta	966	assembly.fasta|33_length=29407_depth=1.12x	29407	Incomplete			MOBH	NC_012885_00072	CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|67_length=1958_depth=1.79x	1958	Incomplete					CP018956	0.00363721		IS21	3546.0	1	1956
assembly.fasta	966	assembly.fasta|89_length=1093_depth=1.39x	1093	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|78_length=1312_depth=0.90x	1312	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|70_length=1595_depth=1.73x	1595	Incomplete					CP018956	0.00363721	CP020856.1	integron_1	2940.0	5664	7258
assembly.fasta	966	assembly.fasta|53_length=5940_depth=1.16x	5940	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|43_length=13703_depth=0.93x	13703	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|41_length=18481_depth=1.01x	18481	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|47_length=11844_depth=1.50x	11844	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|60_length=3611_depth=1.67x	3611	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|35_length=27354_depth=1.16x	27354	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|25_length=49245_depth=0.99x	49245	Incomplete	IncA/C2	000092__CP025470			CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|90_length=1045_depth=2.18x	1045	Incomplete					CP018956	0.00363721	NC_019360	IS66	1194.0	1398	2442
assembly.fasta	966	assembly.fasta|54_length=5541_depth=0.83x	5541	Incomplete					CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|81_length=1247_depth=2.26x	1247	Incomplete					CP018956	0.00363721	HM769901	Tn3	2276.0	130	1376
assembly.fasta	966	assembly.fasta|71_length=1560_depth=0.98x	1560	Incomplete	IncQ1	000195__NC_013728_00014			CP018956	0.00363721					
assembly.fasta	966	assembly.fasta|69_length=1713_depth=0.69x	1713	Incomplete					CP018956	0.00363721	CP000645	Tn3	3121.0	6027	7735
