file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	713	assembly.fasta|101_length=1329_depth=5.37x	1329	Incomplete					CP011050	0.0439391	J01829	IS4	2350.0	1	1329
assembly.fasta	713	assembly.fasta|102_length=1310_depth=8.50x	1310	Incomplete			MOBP	NC_011416_00039	CP011050	0.0439391	X97542	IS3	1629.0	1	1032
assembly.fasta	713	assembly.fasta|32_length=41500_depth=1.56x	41500	Incomplete					CP011050	0.0439391					
assembly.fasta	713	assembly.fasta|100_length=1342_depth=4.83x	1342	Incomplete					CP011050	0.0439391	M11300	IS4	2449.0	1	1340
assembly.fasta	48	assembly.fasta|46_length=30212_depth=0.46x	30212	Incomplete	IncX1	000217__NC_019106_00041	MOBP	NC_019096_00001	CP020836	0.00541137					
assembly.fasta	chromosome	assembly.fasta|96_length=1533_depth=2.28x	1533	Incomplete											
assembly.fasta	chromosome	assembly.fasta|107_length=903_depth=3.41x	903	Incomplete							CP000035	IS3	1277.0	1	906
assembly.fasta	chromosome	assembly.fasta|41_length=34204_depth=1.11x	34204	Incomplete											
assembly.fasta	chromosome	assembly.fasta|68_length=8540_depth=1.72x	8540	Incomplete											
assembly.fasta	chromosome	assembly.fasta|74_length=5827_depth=1.06x	5827	Incomplete											
assembly.fasta	chromosome	assembly.fasta|9_length=130551_depth=0.99x	130551	Incomplete											
assembly.fasta	chromosome	assembly.fasta|3_length=223581_depth=0.98x	223581	Incomplete											
assembly.fasta	chromosome	assembly.fasta|84_length=3196_depth=0.99x	3196	Incomplete											
assembly.fasta	chromosome	assembly.fasta|48_length=28978_depth=0.92x	28978	Incomplete											
assembly.fasta	chromosome	assembly.fasta|140_length=376_depth=1.19x	376	Incomplete							BA000007	IS200/IS605	638.0	376	750
assembly.fasta	chromosome	assembly.fasta|81_length=4058_depth=1.98x	4058	Incomplete											
assembly.fasta	chromosome	assembly.fasta|123_length=482_depth=1.42x	482	Incomplete							BA000007	IS200/IS605	811.0	268	749
assembly.fasta	chromosome	assembly.fasta|55_length=23250_depth=1.45x	23250	Incomplete											
assembly.fasta	chromosome	assembly.fasta|144_length=345_depth=1.16x	345	Incomplete							L02370	ISAs1	616.0	507	851
assembly.fasta	chromosome	assembly.fasta|152_length=182_depth=1.45x	182	Incomplete											
assembly.fasta	chromosome	assembly.fasta|50_length=26670_depth=0.98x	26670	Incomplete											
assembly.fasta	chromosome	assembly.fasta|134_length=412_depth=0.87x	412	Incomplete											
assembly.fasta	chromosome	assembly.fasta|215_length=1_depth=0.65x	1	Incomplete											
assembly.fasta	chromosome	assembly.fasta|63_length=13241_depth=1.02x	13241	Incomplete											
assembly.fasta	chromosome	assembly.fasta|142_length=349_depth=1.25x	349	Incomplete											
assembly.fasta	chromosome	assembly.fasta|165_length=148_depth=1.55x	148	Incomplete											
assembly.fasta	chromosome	assembly.fasta|128_length=425_depth=1.14x	425	Incomplete											
assembly.fasta	chromosome	assembly.fasta|186_length=64_depth=26.46x	64	Incomplete											
assembly.fasta	chromosome	assembly.fasta|79_length=4184_depth=0.96x	4184	Incomplete											
assembly.fasta	chromosome	assembly.fasta|43_length=33405_depth=1.62x	33405	Incomplete											
assembly.fasta	chromosome	assembly.fasta|194_length=62_depth=6.78x	62	Incomplete											
assembly.fasta	chromosome	assembly.fasta|135_length=407_depth=5.54x	407	Incomplete							CP000649	IS1	481.0	94	500
assembly.fasta	chromosome	assembly.fasta|129_length=417_depth=1.27x	417	Incomplete											
assembly.fasta	chromosome	assembly.fasta|25_length=66226_depth=0.97x	66226	Incomplete											
assembly.fasta	chromosome	assembly.fasta|145_length=291_depth=1.33x	291	Incomplete											
assembly.fasta	chromosome	assembly.fasta|183_length=83_depth=2.98x	83	Incomplete											
assembly.fasta	chromosome	assembly.fasta|159_length=159_depth=2.22x	159	Incomplete											
assembly.fasta	chromosome	assembly.fasta|95_length=1569_depth=1.02x	1569	Incomplete											
assembly.fasta	chromosome	assembly.fasta|117_length=586_depth=1.16x	586	Incomplete											
assembly.fasta	chromosome	assembly.fasta|157_length=167_depth=3.05x	167	Incomplete											
assembly.fasta	chromosome	assembly.fasta|40_length=34879_depth=1.19x	34879	Incomplete											
assembly.fasta	chromosome	assembly.fasta|143_length=349_depth=1.09x	349	Incomplete											
assembly.fasta	chromosome	assembly.fasta|5_length=188109_depth=1.00x	188109	Incomplete											
assembly.fasta	chromosome	assembly.fasta|199_length=48_depth=3.91x	48	Incomplete											
assembly.fasta	chromosome	assembly.fasta|65_length=12047_depth=1.65x	12047	Incomplete											
assembly.fasta	chromosome	assembly.fasta|180_length=86_depth=3.39x	86	Incomplete											
assembly.fasta	chromosome	assembly.fasta|92_length=2139_depth=1.48x	2139	Incomplete											
assembly.fasta	chromosome	assembly.fasta|116_length=588_depth=1.90x	588	Incomplete											
assembly.fasta	chromosome	assembly.fasta|188_length=64_depth=10.07x	64	Incomplete											
assembly.fasta	chromosome	assembly.fasta|76_length=5138_depth=1.18x	5138	Incomplete											
assembly.fasta	chromosome	assembly.fasta|119_length=575_depth=1.45x	575	Incomplete											
assembly.fasta	chromosome	assembly.fasta|122_length=492_depth=1.17x	492	Incomplete											
assembly.fasta	chromosome	assembly.fasta|103_length=1247_depth=1.14x	1247	Incomplete											
assembly.fasta	chromosome	assembly.fasta|91_length=2183_depth=1.25x	2183	Incomplete											
assembly.fasta	chromosome	assembly.fasta|201_length=46_depth=2.36x	46	Incomplete											
assembly.fasta	chromosome	assembly.fasta|23_length=69222_depth=1.12x	69222	Incomplete											
assembly.fasta	chromosome	assembly.fasta|197_length=56_depth=2.12x	56	Incomplete											
assembly.fasta	chromosome	assembly.fasta|125_length=477_depth=1.02x	477	Incomplete											
assembly.fasta	chromosome	assembly.fasta|31_length=41884_depth=1.60x	41884	Incomplete											
assembly.fasta	chromosome	assembly.fasta|127_length=425_depth=1.14x	425	Incomplete											
assembly.fasta	chromosome	assembly.fasta|94_length=1702_depth=10.78x	1702	Incomplete							CP016586.1	16S	2682.0	1	1554
assembly.fasta	chromosome	assembly.fasta|53_length=24972_depth=0.97x	24972	Incomplete											
assembly.fasta	chromosome	assembly.fasta|80_length=4181_depth=1.11x	4181	Incomplete											
assembly.fasta	chromosome	assembly.fasta|189_length=64_depth=14.45x	64	Incomplete											
assembly.fasta	chromosome	assembly.fasta|158_length=163_depth=1.47x	163	Incomplete											
assembly.fasta	chromosome	assembly.fasta|210_length=12_depth=55.48x	12	Incomplete											
assembly.fasta	chromosome	assembly.fasta|198_length=53_depth=1.10x	53	Incomplete											
assembly.fasta	chromosome	assembly.fasta|11_length=116608_depth=0.98x	116608	Incomplete											
assembly.fasta	chromosome	assembly.fasta|148_length=221_depth=1.76x	221	Incomplete											
assembly.fasta	chromosome	assembly.fasta|71_length=6766_depth=1.13x	6766	Incomplete											
assembly.fasta	chromosome	assembly.fasta|106_length=1052_depth=1.07x	1052	Incomplete											
assembly.fasta	chromosome	assembly.fasta|111_length=727_depth=1.24x	727	Incomplete											
assembly.fasta	chromosome	assembly.fasta|51_length=25038_depth=1.04x	25038	Incomplete											
assembly.fasta	chromosome	assembly.fasta|15_length=112320_depth=0.93x	112320	Incomplete											
