file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	762	assembly.fasta|17_length=9294_depth=2.27x_circular=true	9294	Circular	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	CP000823	0.000167546					
assembly.fasta	207	assembly.fasta|20_length=3686_depth=1.94x_circular=true	3686	Circular	ColRNAI_rep_cluster_1987,rep_cluster_2050	000019__CP000651_00005,001473__CP024541			CP018665	0.0468354					
assembly.fasta	novel_0	assembly.fasta|5_length=456622_depth=1.03x	456622	Incomplete			MOBC	NC_009779_00002	CP015754	0.124491					
assembly.fasta	chromosome	assembly.fasta|65_length=57_depth=4.03x	57	Incomplete											
assembly.fasta	chromosome	assembly.fasta|8_length=341025_depth=1.03x	341025	Incomplete											
assembly.fasta	chromosome	assembly.fasta|67_length=49_depth=3.92x	49	Incomplete											
assembly.fasta	chromosome	assembly.fasta|51_length=115_depth=1.90x	115	Incomplete											
assembly.fasta	chromosome	assembly.fasta|11_length=87524_depth=1.11x	87524	Incomplete											
assembly.fasta	chromosome	assembly.fasta|44_length=180_depth=1.94x	180	Incomplete											
assembly.fasta	chromosome	assembly.fasta|80_length=31_depth=1.51x	31	Incomplete											
assembly.fasta	chromosome	assembly.fasta|30_length=689_depth=2.03x	689	Incomplete											
assembly.fasta	chromosome	assembly.fasta|25_length=1032_depth=1.03x	1032	Incomplete											
assembly.fasta	chromosome	assembly.fasta|62_length=69_depth=2.07x	69	Incomplete											
assembly.fasta	chromosome	assembly.fasta|69_length=48_depth=1.98x	48	Incomplete											
assembly.fasta	chromosome	assembly.fasta|72_length=45_depth=3.74x	45	Incomplete											
assembly.fasta	chromosome	assembly.fasta|1_length=937906_depth=1.00x	937906	Incomplete											
assembly.fasta	chromosome	assembly.fasta|12_length=86805_depth=1.04x	86805	Incomplete											
assembly.fasta	chromosome	assembly.fasta|37_length=302_depth=2.15x	302	Incomplete											
assembly.fasta	chromosome	assembly.fasta|52_length=106_depth=1.41x	106	Incomplete											
assembly.fasta	chromosome	assembly.fasta|3_length=478079_depth=1.07x	478079	Incomplete											
assembly.fasta	chromosome	assembly.fasta|7_length=396016_depth=0.98x	396016	Incomplete											
assembly.fasta	chromosome	assembly.fasta|78_length=43_depth=5.03x	43	Incomplete											
assembly.fasta	chromosome	assembly.fasta|24_length=1436_depth=2.00x	1436	Incomplete											
assembly.fasta	chromosome	assembly.fasta|16_length=26074_depth=1.11x	26074	Incomplete											
assembly.fasta	chromosome	assembly.fasta|40_length=199_depth=0.91x	199	Incomplete											
assembly.fasta	chromosome	assembly.fasta|32_length=408_depth=3.42x	408	Incomplete											
assembly.fasta	chromosome	assembly.fasta|54_length=99_depth=2.33x	99	Incomplete											
assembly.fasta	chromosome	assembly.fasta|61_length=85_depth=3.85x	85	Incomplete											
assembly.fasta	chromosome	assembly.fasta|58_length=89_depth=2.23x	89	Incomplete											
assembly.fasta	chromosome	assembly.fasta|63_length=63_depth=5.67x	63	Incomplete											
assembly.fasta	chromosome	assembly.fasta|34_length=316_depth=0.93x	316	Incomplete											
assembly.fasta	chromosome	assembly.fasta|83_length=19_depth=4.47x	19	Incomplete											
assembly.fasta	chromosome	assembly.fasta|33_length=402_depth=1.01x	402	Incomplete											
assembly.fasta	chromosome	assembly.fasta|57_length=92_depth=2.02x	92	Incomplete											
assembly.fasta	chromosome	assembly.fasta|14_length=72964_depth=1.00x	72964	Incomplete											
assembly.fasta	chromosome	assembly.fasta|15_length=34237_depth=1.06x	34237	Incomplete											
assembly.fasta	chromosome	assembly.fasta|64_length=57_depth=1.15x	57	Incomplete											
assembly.fasta	chromosome	assembly.fasta|49_length=130_depth=2.06x	130	Incomplete											
assembly.fasta	chromosome	assembly.fasta|28_length=860_depth=2.05x	860	Incomplete											
assembly.fasta	chromosome	assembly.fasta|41_length=199_depth=0.83x	199	Incomplete											
assembly.fasta	chromosome	assembly.fasta|68_length=48_depth=1.16x	48	Incomplete											
assembly.fasta	chromosome	assembly.fasta|82_length=30_depth=1.72x	30	Incomplete											
assembly.fasta	chromosome	assembly.fasta|55_length=95_depth=8.89x	95	Incomplete											
assembly.fasta	chromosome	assembly.fasta|79_length=34_depth=0.79x	34	Incomplete											
assembly.fasta	chromosome	assembly.fasta|59_length=87_depth=1.13x	87	Incomplete											
assembly.fasta	chromosome	assembly.fasta|87_length=2_depth=5.51x	2	Incomplete											
assembly.fasta	chromosome	assembly.fasta|46_length=169_depth=4.54x	169	Incomplete											
assembly.fasta	chromosome	assembly.fasta|71_length=47_depth=4.87x	47	Incomplete											
assembly.fasta	chromosome	assembly.fasta|76_length=43_depth=2.42x	43	Incomplete											
assembly.fasta	chromosome	assembly.fasta|22_length=2778_depth=0.96x	2778	Incomplete											
assembly.fasta	chromosome	assembly.fasta|26_length=1026_depth=1.69x	1026	Incomplete											
assembly.fasta	chromosome	assembly.fasta|9_length=270652_depth=1.09x	270652	Incomplete											
assembly.fasta	chromosome	assembly.fasta|88_length=2_depth=4.49x	2	Incomplete											
assembly.fasta	chromosome	assembly.fasta|50_length=121_depth=1.66x	121	Incomplete											
assembly.fasta	chromosome	assembly.fasta|4_length=461255_depth=1.05x	461255	Incomplete											
assembly.fasta	chromosome	assembly.fasta|2_length=862854_depth=0.98x	862854	Incomplete											
assembly.fasta	chromosome	assembly.fasta|85_length=18_depth=3.59x	18	Incomplete											
assembly.fasta	chromosome	assembly.fasta|60_length=85_depth=6.07x	85	Incomplete											
assembly.fasta	chromosome	assembly.fasta|29_length=787_depth=0.93x	787	Incomplete											
assembly.fasta	chromosome	assembly.fasta|43_length=185_depth=1.19x	185	Incomplete											
assembly.fasta	chromosome	assembly.fasta|48_length=130_depth=0.98x	130	Incomplete											
assembly.fasta	chromosome	assembly.fasta|70_length=47_depth=4.86x	47	Incomplete											
assembly.fasta	chromosome	assembly.fasta|47_length=132_depth=0.98x	132	Incomplete											
assembly.fasta	chromosome	assembly.fasta|6_length=398778_depth=1.04x	398778	Incomplete											
assembly.fasta	chromosome	assembly.fasta|45_length=170_depth=1.15x	170	Incomplete											
assembly.fasta	chromosome	assembly.fasta|77_length=43_depth=5.35x	43	Incomplete											
assembly.fasta	chromosome	assembly.fasta|73_length=45_depth=6.20x	45	Incomplete											
assembly.fasta	chromosome	assembly.fasta|13_length=83341_depth=1.05x	83341	Incomplete											
assembly.fasta	chromosome	assembly.fasta|21_length=2945_depth=8.49x	2945	Incomplete							CP016586.1	23S	854.0	1	549
assembly.fasta	chromosome	assembly.fasta|39_length=211_depth=0.77x	211	Incomplete											
assembly.fasta	chromosome	assembly.fasta|53_length=103_depth=1.74x	103	Incomplete											
assembly.fasta	chromosome	assembly.fasta|10_length=252291_depth=0.98x	252291	Incomplete											
assembly.fasta	chromosome	assembly.fasta|66_length=55_depth=0.95x	55	Incomplete											
assembly.fasta	chromosome	assembly.fasta|36_length=309_depth=1.66x	309	Incomplete											
assembly.fasta	chromosome	assembly.fasta|81_length=31_depth=6.72x	31	Incomplete											
assembly.fasta	chromosome	assembly.fasta|19_length=4423_depth=1.10x	4423	Incomplete											
assembly.fasta	chromosome	assembly.fasta|23_length=1493_depth=8.70x	1493	Incomplete							CP016586.1	16S	2446.0	83	1554
assembly.fasta	chromosome	assembly.fasta|84_length=19_depth=7.21x	19	Incomplete											
assembly.fasta	chromosome	assembly.fasta|35_length=316_depth=0.90x	316	Incomplete											
assembly.fasta	chromosome	assembly.fasta|27_length=958_depth=1.76x	958	Incomplete											
assembly.fasta	chromosome	assembly.fasta|74_length=45_depth=3.64x	45	Incomplete											
assembly.fasta	chromosome	assembly.fasta|18_length=7879_depth=1.00x	7879	Incomplete											
assembly.fasta	chromosome	assembly.fasta|86_length=16_depth=2.76x	16	Incomplete											
assembly.fasta	chromosome	assembly.fasta|38_length=213_depth=1.66x	213	Incomplete											
assembly.fasta	chromosome	assembly.fasta|56_length=92_depth=1.79x	92	Incomplete											
