file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	386	assembly.fasta|78_length=1295_depth=16.46x	1295	Incomplete					CP014997	0.00028831					
assembly.fasta	386	assembly.fasta|26_length=79947_depth=0.54x	79947	Incomplete	IncFII	000114__CP015527	MOBF	NC_019125_00139	CP014997	0.00028831					
assembly.fasta	chromosome	assembly.fasta|52_length=20186_depth=0.99x	20186	Incomplete											
assembly.fasta	chromosome	assembly.fasta|49_length=26009_depth=0.73x	26009	Incomplete											
assembly.fasta	chromosome	assembly.fasta|23_length=82476_depth=0.90x	82476	Incomplete											
assembly.fasta	chromosome	assembly.fasta|51_length=24173_depth=0.90x	24173	Incomplete											
assembly.fasta	chromosome	assembly.fasta|48_length=26213_depth=1.07x	26213	Incomplete											
assembly.fasta	chromosome	assembly.fasta|111_length=126_depth=8.08x	126	Incomplete											
assembly.fasta	chromosome	assembly.fasta|86_length=723_depth=9.46x	723	Incomplete							CP016586.1	23S	1299.0	2325	3027
assembly.fasta	chromosome	assembly.fasta|138_length=61_depth=5.73x	61	Incomplete											
assembly.fasta	chromosome	assembly.fasta|37_length=39904_depth=0.93x	39904	Incomplete											
assembly.fasta	chromosome	assembly.fasta|153_length=33_depth=3.17x	33	Incomplete											
assembly.fasta	chromosome	assembly.fasta|94_length=315_depth=0.92x	315	Incomplete											
assembly.fasta	chromosome	assembly.fasta|99_length=186_depth=3.12x	186	Incomplete											
assembly.fasta	chromosome	assembly.fasta|116_length=121_depth=0.76x	121	Incomplete											
assembly.fasta	chromosome	assembly.fasta|122_length=104_depth=2.29x	104	Incomplete											
assembly.fasta	chromosome	assembly.fasta|29_length=65717_depth=0.89x	65717	Incomplete											
assembly.fasta	chromosome	assembly.fasta|4_length=233617_depth=0.86x	233617	Incomplete											
assembly.fasta	chromosome	assembly.fasta|143_length=49_depth=2.99x	49	Incomplete											
assembly.fasta	chromosome	assembly.fasta|17_length=107097_depth=0.93x	107097	Incomplete											
assembly.fasta	chromosome	assembly.fasta|46_length=27269_depth=0.96x	27269	Incomplete											
assembly.fasta	chromosome	assembly.fasta|136_length=61_depth=2.66x	61	Incomplete											
assembly.fasta	chromosome	assembly.fasta|14_length=111047_depth=0.85x	111047	Incomplete											
assembly.fasta	chromosome	assembly.fasta|101_length=160_depth=4.26x	160	Incomplete											
assembly.fasta	chromosome	assembly.fasta|105_length=147_depth=1.01x	147	Incomplete											
assembly.fasta	chromosome	assembly.fasta|65_length=2327_depth=1.78x	2327	Incomplete											
assembly.fasta	chromosome	assembly.fasta|3_length=279510_depth=1.02x	279510	Incomplete											
assembly.fasta	chromosome	assembly.fasta|156_length=17_depth=1.57x	17	Incomplete											
assembly.fasta	chromosome	assembly.fasta|53_length=19070_depth=0.91x	19070	Incomplete											
assembly.fasta	chromosome	assembly.fasta|102_length=156_depth=1.30x	156	Incomplete											
assembly.fasta	chromosome	assembly.fasta|150_length=36_depth=5.92x	36	Incomplete											
assembly.fasta	chromosome	assembly.fasta|43_length=30426_depth=0.74x	30426	Incomplete											
assembly.fasta	chromosome	assembly.fasta|100_length=181_depth=2.08x	181	Incomplete											
assembly.fasta	chromosome	assembly.fasta|132_length=66_depth=0.89x	66	Incomplete											
assembly.fasta	chromosome	assembly.fasta|2_length=326973_depth=0.77x	326973	Incomplete											
assembly.fasta	chromosome	assembly.fasta|15_length=110069_depth=0.77x	110069	Incomplete											
assembly.fasta	chromosome	assembly.fasta|157_length=14_depth=2.30x	14	Incomplete											
assembly.fasta	chromosome	assembly.fasta|130_length=67_depth=3.36x	67	Incomplete											
assembly.fasta	chromosome	assembly.fasta|58_length=5887_depth=1.83x	5887	Incomplete											
assembly.fasta	chromosome	assembly.fasta|61_length=4208_depth=0.95x	4208	Incomplete											
assembly.fasta	chromosome	assembly.fasta|16_length=107854_depth=0.89x	107854	Incomplete											
assembly.fasta	chromosome	assembly.fasta|146_length=41_depth=5.21x	41	Incomplete											
assembly.fasta	chromosome	assembly.fasta|7_length=162252_depth=0.87x	162252	Incomplete											
assembly.fasta	chromosome	assembly.fasta|117_length=113_depth=7.38x	113	Incomplete											
assembly.fasta	chromosome	assembly.fasta|76_length=1318_depth=0.73x	1318	Incomplete											
assembly.fasta	chromosome	assembly.fasta|89_length=559_depth=0.70x	559	Incomplete											
assembly.fasta	chromosome	assembly.fasta|62_length=3940_depth=0.73x	3940	Incomplete											
assembly.fasta	chromosome	assembly.fasta|41_length=32884_depth=0.84x	32884	Incomplete											
assembly.fasta	chromosome	assembly.fasta|74_length=1498_depth=0.60x	1498	Incomplete											
assembly.fasta	chromosome	assembly.fasta|164_length=1_depth=2.40x	1	Incomplete											
assembly.fasta	chromosome	assembly.fasta|137_length=61_depth=6.09x	61	Incomplete											
assembly.fasta	chromosome	assembly.fasta|141_length=53_depth=6.65x	53	Incomplete											
assembly.fasta	chromosome	assembly.fasta|11_length=143177_depth=1.06x	143177	Incomplete											
assembly.fasta	chromosome	assembly.fasta|95_length=314_depth=9.33x	314	Incomplete							AJ238015	IS200/IS605	350.0	57	368
assembly.fasta	chromosome	assembly.fasta|77_length=1312_depth=6.14x	1312	Incomplete							AE017220	IS3	2401.0	1	1312
assembly.fasta	chromosome	assembly.fasta|115_length=122_depth=1.89x	122	Incomplete											
assembly.fasta	chromosome	assembly.fasta|72_length=1552_depth=0.71x	1552	Incomplete											
assembly.fasta	chromosome	assembly.fasta|144_length=47_depth=4.19x	47	Incomplete											
assembly.fasta	chromosome	assembly.fasta|152_length=33_depth=1.77x	33	Incomplete											
assembly.fasta	chromosome	assembly.fasta|91_length=451_depth=9.38x	451	Incomplete							CP016586.1	16S	761.0	1143	1554
assembly.fasta	chromosome	assembly.fasta|28_length=67369_depth=0.83x	67369	Incomplete											
assembly.fasta	chromosome	assembly.fasta|104_length=152_depth=1.45x	152	Incomplete											
assembly.fasta	chromosome	assembly.fasta|1_length=330114_depth=1.07x	330114	Incomplete											
assembly.fasta	chromosome	assembly.fasta|25_length=81419_depth=1.10x	81419	Incomplete											
