file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	1558	assembly.fasta|45_length=22138_depth=0.48x	22138	Incomplete					CP017435	0.00343111					
assembly.fasta	1558	assembly.fasta|36_length=31489_depth=0.44x	31489	Incomplete					CP017435	0.00343111					
assembly.fasta	1558	assembly.fasta|124_length=1416_depth=11.86x	1416	Incomplete					CP017435	0.00343111	NC_019360	IS66	1646.0	367	1782
assembly.fasta	1558	assembly.fasta|62_length=9244_depth=0.43x	9244	Incomplete	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014			CP017435	0.00343111					
assembly.fasta	1558	assembly.fasta|73_length=6520_depth=0.54x	6520	Incomplete	IncFIB	000095__NZ_CP014273_00094			CP017435	0.00343111					
assembly.fasta	1558	assembly.fasta|81_length=4317_depth=0.54x	4317	Incomplete					CP017435	0.00343111					
assembly.fasta	1558	assembly.fasta|92_length=3041_depth=0.49x	3041	Incomplete					CP017435	0.00343111					
assembly.fasta	chromosome	assembly.fasta|125_length=1379_depth=0.73x	1379	Incomplete											
assembly.fasta	chromosome	assembly.fasta|135_length=1096_depth=1.26x	1096	Incomplete							NC_004741	IS3	793.0	324	764
assembly.fasta	chromosome	assembly.fasta|214_length=387_depth=1.99x	387	Incomplete											
assembly.fasta	chromosome	assembly.fasta|428_length=2_depth=5.06x	2	Incomplete											
assembly.fasta	chromosome	assembly.fasta|392_length=28_depth=3.92x	28	Incomplete											
assembly.fasta	chromosome	assembly.fasta|105_length=2467_depth=1.73x	2467	Incomplete											
assembly.fasta	chromosome	assembly.fasta|242_length=271_depth=4.91x	271	Incomplete											
assembly.fasta	chromosome	assembly.fasta|423_length=3_depth=0.76x	3	Incomplete											
assembly.fasta	chromosome	assembly.fasta|197_length=501_depth=1.23x	501	Incomplete											
assembly.fasta	chromosome	assembly.fasta|274_length=204_depth=2.29x	204	Incomplete											
assembly.fasta	chromosome	assembly.fasta|251_length=255_depth=1.96x	255	Incomplete											
assembly.fasta	chromosome	assembly.fasta|243_length=269_depth=0.57x	269	Incomplete											
assembly.fasta	chromosome	assembly.fasta|350_length=66_depth=1.61x	66	Incomplete											
assembly.fasta	chromosome	assembly.fasta|106_length=2438_depth=1.22x	2438	Incomplete											
assembly.fasta	chromosome	assembly.fasta|189_length=545_depth=1.02x	545	Incomplete											
assembly.fasta	chromosome	assembly.fasta|248_length=260_depth=2.98x	260	Incomplete											
assembly.fasta	chromosome	assembly.fasta|245_length=263_depth=1.21x	263	Incomplete											
assembly.fasta	chromosome	assembly.fasta|103_length=2488_depth=1.83x	2488	Incomplete											
assembly.fasta	chromosome	assembly.fasta|17_length=106261_depth=0.86x	106261	Incomplete											
assembly.fasta	chromosome	assembly.fasta|68_length=6948_depth=0.90x	6948	Incomplete											
assembly.fasta	chromosome	assembly.fasta|405_length=21_depth=1.23x	21	Incomplete											
assembly.fasta	chromosome	assembly.fasta|231_length=314_depth=9.67x	314	Incomplete							HE578057	IS66	368.0	1	313
assembly.fasta	chromosome	assembly.fasta|365_length=52_depth=5.20x	52	Incomplete											
