file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	novel_0	assembly.fasta|23_length=69382_depth=0.86x	69382	Incomplete			MOBP	NC_011416_00039	CP010208	0.0747985					
assembly.fasta	1558	assembly.fasta|134_length=3063_depth=0.50x	3063	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|62_length=21078_depth=0.50x	21078	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|92_length=9244_depth=0.42x	9244	Incomplete	IncFII,IncFIIA	000136__AP014877_00014,000121__CP024805			CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|116_length=4319_depth=0.54x	4319	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|167_length=1823_depth=0.26x	1823	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|70_length=16246_depth=0.50x	16246	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|112_length=4583_depth=0.41x	4583	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|120_length=4029_depth=0.25x	4029	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|104_length=6482_depth=0.49x	6482	Incomplete					CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|98_length=7040_depth=0.50x	7040	Incomplete	IncFIB	000095__NZ_CP014273_00094			CP017435	0.00334352					
assembly.fasta	1558	assembly.fasta|179_length=1449_depth=11.07x	1449	Incomplete					CP017435	0.00334352	NC_019360	IS66	1666.0	335	1782
assembly.fasta	chromosome	assembly.fasta|155_length=2284_depth=0.76x	2284	Incomplete											
assembly.fasta	chromosome	assembly.fasta|271_length=339_depth=3.26x	339	Incomplete											
assembly.fasta	chromosome	assembly.fasta|99_length=7007_depth=0.77x	7007	Incomplete											
assembly.fasta	chromosome	assembly.fasta|54_length=26070_depth=1.14x	26070	Incomplete											
assembly.fasta	chromosome	assembly.fasta|444_length=12_depth=11.84x	12	Incomplete											
assembly.fasta	chromosome	assembly.fasta|214_length=790_depth=0.82x	790	Incomplete											
assembly.fasta	chromosome	assembly.fasta|80_length=11364_depth=0.74x	11364	Incomplete											
assembly.fasta	chromosome	assembly.fasta|287_length=271_depth=4.62x	271	Incomplete											
assembly.fasta	chromosome	assembly.fasta|78_length=11558_depth=1.04x	11558	Incomplete											
assembly.fasta	chromosome	assembly.fasta|123_length=3944_depth=1.00x	3944	Incomplete											
assembly.fasta	chromosome	assembly.fasta|19_length=88785_depth=0.99x	88785	Incomplete											
assembly.fasta	chromosome	assembly.fasta|188_length=1150_depth=0.89x	1150	Incomplete											
assembly.fasta	chromosome	assembly.fasta|460_length=2_depth=2.94x	2	Incomplete											
assembly.fasta	chromosome	assembly.fasta|309_length=222_depth=8.39x	222	Incomplete											
assembly.fasta	chromosome	assembly.fasta|201_length=918_depth=1.07x	918	Incomplete											
assembly.fasta	chromosome	assembly.fasta|142_length=2642_depth=0.80x	2642	Incomplete											
assembly.fasta	chromosome	assembly.fasta|237_length=553_depth=1.17x	553	Incomplete							X97542	IS3	640.0	606	1032
assembly.fasta	chromosome	assembly.fasta|76_length=12037_depth=0.91x	12037	Incomplete											
assembly.fasta	chromosome	assembly.fasta|338_length=162_depth=3.33x	162	Incomplete											
assembly.fasta	chromosome	assembly.fasta|149_length=2460_depth=0.40x	2460	Incomplete											
assembly.fasta	chromosome	assembly.fasta|144_length=2629_depth=0.77x	2629	Incomplete											
assembly.fasta	chromosome	assembly.fasta|235_length=575_depth=0.77x	575	Incomplete							AF143819	IS256	520.0	1	467
assembly.fasta	chromosome	assembly.fasta|136_length=3019_depth=1.24x	3019	Incomplete											
assembly.fasta	chromosome	assembly.fasta|216_length=733_depth=0.85x	733	Incomplete											
assembly.fasta	chromosome	assembly.fasta|289_length=263_depth=1.29x	263	Incomplete											
assembly.fasta	chromosome	assembly.fasta|392_length=66_depth=2.43x	66	Incomplete											
assembly.fasta	chromosome	assembly.fasta|348_length=150_depth=0.45x	150	Incomplete											
assembly.fasta	chromosome	assembly.fasta|209_length=838_depth=0.49x	838	Incomplete											
assembly.fasta	chromosome	assembly.fasta|166_length=1849_depth=1.06x	1849	Incomplete											
assembly.fasta	chromosome	assembly.fasta|252_length=479_depth=0.63x	479	Incomplete											
assembly.fasta	chromosome	assembly.fasta|433_length=18_depth=2.43x	18	Incomplete											
assembly.fasta	chromosome	assembly.fasta|358_length=135_depth=0.91x	135	Incomplete											
assembly.fasta	chromosome	assembly.fasta|323_length=196_depth=2.91x	196	Incomplete											
assembly.fasta	chromosome	assembly.fasta|137_length=2990_depth=3.76x	2990	Incomplete											
assembly.fasta	chromosome	assembly.fasta|376_length=93_depth=1.35x	93	Incomplete											
assembly.fasta	chromosome	assembly.fasta|278_length=305_depth=33.39x	305	Incomplete							M19532	IS3	448.0	826	1130
assembly.fasta	chromosome	assembly.fasta|205_length=853_depth=2.07x	853	Incomplete											
assembly.fasta	chromosome	assembly.fasta|285_length=274_depth=2.48x	274	Incomplete											
assembly.fasta	chromosome	assembly.fasta|420_length=35_depth=2.25x	35	Incomplete											
assembly.fasta	chromosome	assembly.fasta|57_length=25803_depth=0.81x	25803	Incomplete											
assembly.fasta	chromosome	assembly.fasta|295_length=256_depth=2.05x	256	Incomplete											
assembly.fasta	chromosome	assembly.fasta|443_length=12_depth=13.88x	12	Incomplete											
assembly.fasta	chromosome	assembly.fasta|139_length=2730_depth=0.65x	2730	Incomplete											
assembly.fasta	chromosome	assembly.fasta|17_length=96184_depth=0.80x	96184	Incomplete											
assembly.fasta	chromosome	assembly.fasta|347_length=152_depth=1.01x	152	Incomplete											
assembly.fasta	chromosome	assembly.fasta|121_length=4010_depth=0.86x	4010	Incomplete											
assembly.fasta	chromosome	assembly.fasta|218_length=674_depth=0.84x	674	Incomplete											
assembly.fasta	chromosome	assembly.fasta|77_length=11657_depth=0.74x	11657	Incomplete											
assembly.fasta	chromosome	assembly.fasta|125_length=3663_depth=0.81x	3663	Incomplete											
assembly.fasta	chromosome	assembly.fasta|378_length=90_depth=2.30x	90	Incomplete											
assembly.fasta	chromosome	assembly.fasta|277_length=311_depth=4.21x	311	Incomplete											
assembly.fasta	chromosome	assembly.fasta|391_length=72_depth=0.63x	72	Incomplete											
assembly.fasta	chromosome	assembly.fasta|35_length=43145_depth=1.00x	43145	Incomplete											
assembly.fasta	chromosome	assembly.fasta|88_length=10083_depth=0.97x	10083	Incomplete											
assembly.fasta	chromosome	assembly.fasta|393_length=63_depth=1.81x	63	Incomplete											
assembly.fasta	chromosome	assembly.fasta|236_length=563_depth=3.07x	563	Incomplete											
assembly.fasta	chromosome	assembly.fasta|447_length=9_depth=2.16x	9	Incomplete											
assembly.fasta	chromosome	assembly.fasta|52_length=27473_depth=0.76x	27473	Incomplete											
assembly.fasta	chromosome	assembly.fasta|355_length=141_depth=7.63x	141	Incomplete											
assembly.fasta	chromosome	assembly.fasta|379_length=86_depth=1.23x	86	Incomplete											
assembly.fasta	chromosome	assembly.fasta|20_length=76473_depth=0.90x	76473	Incomplete											
assembly.fasta	chromosome	assembly.fasta|100_length=6948_depth=0.82x	6948	Incomplete											
assembly.fasta	chromosome	assembly.fasta|154_length=2299_depth=0.81x	2299	Incomplete											
assembly.fasta	chromosome	assembly.fasta|177_length=1574_depth=0.49x	1574	Incomplete											
assembly.fasta	chromosome	assembly.fasta|454_length=3_depth=0.76x	3	Incomplete											
assembly.fasta	chromosome	assembly.fasta|180_length=1421_depth=0.62x	1421	Incomplete											
assembly.fasta	chromosome	assembly.fasta|147_length=2583_depth=1.62x	2583	Incomplete											
assembly.fasta	chromosome	assembly.fasta|262_length=398_depth=1.13x	398	Incomplete											
assembly.fasta	chromosome	assembly.fasta|284_length=277_depth=1.37x	277	Incomplete											
assembly.fasta	chromosome	assembly.fasta|311_length=221_depth=1.86x	221	Incomplete											
assembly.fasta	chromosome	assembly.fasta|172_length=1706_depth=0.63x	1706	Incomplete											
assembly.fasta	chromosome	assembly.fasta|324_length=194_depth=0.63x	194	Incomplete											
assembly.fasta	chromosome	assembly.fasta|367_length=119_depth=2.02x	119	Incomplete											
assembly.fasta	chromosome	assembly.fasta|449_length=6_depth=0.58x	6	Incomplete											
assembly.fasta	chromosome	assembly.fasta|387_length=80_depth=2.07x	80	Incomplete											
assembly.fasta	chromosome	assembly.fasta|398_length=58_depth=2.22x	58	Incomplete											
assembly.fasta	chromosome	assembly.fasta|365_length=123_depth=4.99x	123	Incomplete											
assembly.fasta	chromosome	assembly.fasta|219_length=660_depth=3.40x	660	Incomplete											
assembly.fasta	chromosome	assembly.fasta|258_length=445_depth=0.45x	445	Incomplete											
assembly.fasta	chromosome	assembly.fasta|269_length=352_depth=0.68x	352	Incomplete											
assembly.fasta	chromosome	assembly.fasta|394_length=63_depth=0.89x	63	Incomplete											
assembly.fasta	chromosome	assembly.fasta|224_length=638_depth=1.97x	638	Incomplete											
assembly.fasta	chromosome	assembly.fasta|119_length=4185_depth=1.06x	4185	Incomplete											
assembly.fasta	chromosome	assembly.fasta|386_length=80_depth=0.84x	80	Incomplete											
assembly.fasta	chromosome	assembly.fasta|333_length=174_depth=2.10x	174	Incomplete											
