plasmid_0;47_2-,23_1-,77_0-,70_0-,68_4-,82_1-,74_2+,66_6-,38_7-,71_0-,85_6+,43_8-,62_2+,19_1-,47_1-,32_0+,64_4+,51_0+,54_0+,60_2-,65_2+,40_1-
# 47_2	0.93409275834	1	1229
# 23_1	0.0	1	35592
# 77_0	0.0	1	49
# 70_0	0.0	1	70
# 68_4	0.0	1	73
# 82_1	0.0	1	8
# 74_2	0.0	1	54
# 66_6	0.0	1	73
# 38_7	0.0	1	2930
# 71_0	0.0	1	66
# 85_6	0.0	1	1
# 43_8	0.0	1	1711
# 62_2	0.0	1	141
# 19_1	0.0	1	47613
# 47_1	0.93409275834	1	1229
# 32_0	0.0	1	8748
# 64_4	0.0	1	81
# 51_0	1.0	1	431
# 54_0	0.0	1	267
# 60_2	0.0	1	148
# 65_2	0.0	1	79
# 40_1	0.895778364116	1	2274

plasmid_1;47_5+,9_0+,48_1+
# 47_5	0.93409275834	1	1229
# 9_0	0.0	1	171624
# 48_1	0.912718204489	1	1203

plasmid_2;55_2+
# 55_2	1.0	1	258

plasmid_3;47_6+
# 47_6	0.93409275834	1	1229

plasmid_4;10_0+
# 10_0	0.0795970756637	1	169064

plasmid_5;10_1+
# 10_1	0.0795970756637	1	169064

plasmid_6;16_1+
# 16_1	0.00620514089736	1	56566

plasmid_7;16_0+
# 16_0	0.00620514089736	1	56566

