number Contig_name Prob_Chromosome Prob_Plasmid Prediction length coverage Bin
102 S102_LN:i:1368_dp:f:0.8259897256518199 0.39 0.61 Plasmid 1368 0.83 1
107 S107_LN:i:1311_dp:f:0.7935112633297065 0.36 0.64 Plasmid 1311 0.79 1
108 S108_LN:i:1251_dp:f:1.649308537718175 0.2 0.8 Plasmid 1251 1.65 1
109 S109_LN:i:1236_dp:f:0.990325828630636 0.37 0.63 Plasmid 1236 0.99 1
111 S111_LN:i:1060_dp:f:1.0303864793494586 0.37 0.63 Plasmid 1060 1.03 1
112 S112_LN:i:1057_dp:f:1.8700334489124373 0.11 0.89 Plasmid 1057 1.87 1
113 S113_LN:i:1039_dp:f:1.0625360093446339 0.37 0.63 Plasmid 1039 1.06 1
115 S115_LN:i:1011_dp:f:1.8939805994645373 0.37 0.63 Plasmid 1011 1.89 1
25 S25_LN:i:63286_dp:f:1.8269164863049383 0.05 0.95 Plasmid 63286 1.83 1
35 S35_LN:i:34373_dp:f:1.9228709019111954 0.05 0.95 Plasmid 34373 1.92 1
46 S46_LN:i:18731_dp:f:1.1211089344505725 0.01 0.99 Plasmid 18731 1.12 1
47 S47_LN:i:17830_dp:f:1.7208089920481278 0.16 0.84 Plasmid 17830 1.72 1
48 S48_LN:i:16290_dp:f:1.9671050986319107 0.04 0.96 Plasmid 16290 1.97 1
50 S50_LN:i:14713_dp:f:1.7379133152799968 0.04 0.96 Plasmid 14713 1.74 1
53 S53_LN:i:10284_dp:f:1.970158842851491 0.04 0.96 Plasmid 10284 1.97 1
54 S54_LN:i:9572_dp:f:1.9762329122332063 0.03 0.97 Plasmid 9572 1.98 1
55 S55_LN:i:9403_dp:f:1.8182694372346624 0.01 0.99 Plasmid 9403 1.82 1
57 S57_LN:i:8818_dp:f:1.7748986624563685 0.06 0.94 Plasmid 8818 1.77 1
58 S58_LN:i:7807_dp:f:1.9651609080169425 0.11 0.89 Plasmid 7807 1.97 1
59 S59_LN:i:7444_dp:f:1.1811346601129995 0.11 0.89 Plasmid 7444 1.18 1
61 S61_LN:i:6932_dp:f:1.0997180783196965 0.14 0.86 Plasmid 6932 1.1 1
63 S63_LN:i:6568_dp:f:1.0084454766144435 0.34 0.66 Plasmid 6568 1.01 1
65 S65_LN:i:5832_dp:f:1.7099108783892085 0.1 0.9 Plasmid 5832 1.71 1
66 S66_LN:i:5831_dp:f:2.210970631528774 0.36 0.64 Plasmid 5831 2.21 2
67 S67_LN:i:5151_dp:f:1.0629255332325818 0.07 0.93 Plasmid 5151 1.06 1
68 S68_LN:i:4965_dp:f:1.2306017812397037 0.06 0.94 Plasmid 4965 1.23 1
69 S69_LN:i:4683_dp:f:1.736182575805299 0.08 0.92 Plasmid 4683 1.74 1
74 S74_LN:i:3816_dp:f:1.9201318667208385 0.12 0.88 Plasmid 3816 1.92 1
76 S76_LN:i:3360_dp:f:2.8347006302636015 0.19 0.81 Plasmid 3360 2.83 3
78 S78_LN:i:3223_dp:f:3.7809118334971528 0.04 0.96 Plasmid 3223 3.78 4
79 S79_LN:i:3131_dp:f:1.91658470052575 0.2 0.8 Plasmid 3131 1.92 1
80 S80_LN:i:2996_dp:f:1.0593393582844555 0.07 0.93 Plasmid 2996 1.06 1
85 S85_LN:i:2834_dp:f:0.9613323943654318 0.32 0.68 Plasmid 2834 0.96 1
86 S86_LN:i:2370_dp:f:4.11333125174161 0.31 0.69 Plasmid 2370 4.11 5
88 S88_LN:i:2176_dp:f:1.9327084906720227 0.08 0.92 Plasmid 2176 1.93 1
90 S90_LN:i:1934_dp:f:3.012346726447729 0.04 0.96 Plasmid 1934 3.01 6
92 S92_LN:i:1842_dp:f:2.1264843891883207 0.32 0.68 Plasmid 1842 2.13 1
93 S93_LN:i:1773_dp:f:1.6584313252663059 0.06 0.94 Plasmid 1773 1.66 1
94 S94_LN:i:1754_dp:f:1.0131430135199713 0.1 0.9 Plasmid 1754 1.01 1
95 S95_LN:i:1686_dp:f:0.8333121453445265 0.37 0.63 Plasmid 1686 0.83 1
96 S96_LN:i:1625_dp:f:2.004647982109976 0.09 0.91 Plasmid 1625 2 1
81 S81_LN:i:2958_dp:f:2.860363528346385 0.2 0.8 Plasmid 2958 2.86 Unbinned
98 S98_LN:i:1620_dp:f:3.299139149235281 0.33 0.67 Plasmid 1620 3.3 Unbinned
