file_id	cluster_id	contig_id	contig_length	circularity_status	rep_type	rep_type_accession	relaxase_type	relaxase_type_accession	mash_nearest_neighbor	 mash_neighbor_distance	repetitive_dna_id	match_type	score	contig_match_start	contig_match_end
assembly.fasta	1068	assembly.fasta|62_length=9862_depth=1.16x	9862	Incomplete					CP021680	0.0296126					
assembly.fasta	644	assembly.fasta|106_length=1125_depth=0.94x	1125	Incomplete					KU932022	0.00936594					
assembly.fasta	644	assembly.fasta|29_length=56866_depth=1.02x	56866	Incomplete	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030	KU932022	0.00936594					
assembly.fasta	2178	assembly.fasta|66_length=6872_depth=1.19x	6872	Incomplete					AB905284	0.037311					
assembly.fasta	356	assembly.fasta|68_length=6065_depth=1.12x	6065	Incomplete					NC_005862	0.0333664					
assembly.fasta	731	assembly.fasta|55_length=12997_depth=1.25x	12997	Incomplete	IncR	000204__CP008701_00115			LC155908	0.0280449					
assembly.fasta	1068	assembly.fasta|64_length=9156_depth=0.98x	9156	Incomplete					CP021680	0.0264788					
assembly.fasta	1555	assembly.fasta|58_length=10884_depth=1.23x	10884	Incomplete					CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|95_length=1443_depth=3.96x	1443	Incomplete					CP009232	0.00701675	EF382672	IS3	2244.0	1	1443
assembly.fasta	1555	assembly.fasta|82_length=2186_depth=1.48x	2186	Incomplete					CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|71_length=5218_depth=2.34x	5218	Incomplete					CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|65_length=9109_depth=1.25x	9109	Incomplete	IncFII	000121__CP024805			CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|100_length=1316_depth=3.42x	1316	Incomplete					CP009232	0.00701675	CP016763	ISL3	1367.0	1	1316
assembly.fasta	1555	assembly.fasta|60_length=10530_depth=1.35x	10530	Incomplete	ColRNAI_rep_cluster_1291	000002__NC_009781			CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|57_length=10980_depth=1.39x	10980	Incomplete	IncFIB	000095__NZ_CP014273_00094			CP009232	0.00701675					
assembly.fasta	1555	assembly.fasta|49_length=21868_depth=1.23x	21868	Incomplete	IncFIA	000094__NZ_CP015070_00117			CP009232	0.00701675					
